ต้องเช็ค,รุ่น,หมวด,ชื่อรายการ,รหัส (คิดราคา),รหัสอื่นตามสี,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัส (ใบตัด),จำนวนในใบตัด,หน่วยในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
✓ ผ่าน,บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,3,270,600×300 3 บาน,JR00504,3,หลอด,ตรง,JR_FUJI_บานเลื่อน
🟠 ต้องเติม,บานเลื่อน ยูโร,มีแต่ในใบตัด,มือจับ กุญแจ (Align),JR00377,,,ชุด,,,600×300 3 บาน,JR00377,1,ชุด,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
🟠 ต้องเติม,บานเลื่อน ยูโร,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),JR00379,,,ชุด,,,600×300 3 บาน,JR00379,1,ชุด,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),เฟรมล่าง (งานใน ตัวเตี้ย),F7902,,1130,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),เฟรมข้าง (2 ราง),F7979,,650,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ต่อเฟรมข้าง,F7989,,305,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ต่อราง,F7990,,940,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ต่อชนกลาง (ไม่เกิน 2.8 ม.),F7925,,395,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ชนกลางรับแรง (เกิน 2.8 ม.),F7855,,1230,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ตบปิดเฟรมร่องใน,F7880,,345,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อน ยูโร,อลูมิเนียม (ไม่ได้ใช้),ตบปิดเฟรมร่องกลาง,F7879,,355,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"คาน (กล่อง 1""x4"")","กล่อง 1""x4""",,1400,เส้น,1,568.75,200×200 2 บาน,"กล่อง 1""X4""",1,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"เสารับบาน (กล่อง 1""x3"")","กล่อง 1""x3""",,1400,เส้น,2,1123.28,200×200 2 บาน,"กล่อง 1""X3""",2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,บังใบ 4 หุน,กล่อง 4 หุน,,210,เส้น,2,165.42,200×200 2 บาน,กล่อง 4 หุน,2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,รางแขวน 1 ราง,XSW40008,,988,เส้น,2,782.68,200×200 2 บาน,XSW40008,2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ขวางบน-ล่าง,OPK-A201-40,,733,เส้น,4,583.06,200×200 2 บาน,OPK-A201-40,4,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,เสากุญแจ (ไส้เสาบาน),OPK-A202-40,,500,เส้น,4,753.19,200×200 2 บาน,OPK-A202-40,4,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบเรียบหน้าเสากุญแจ,OPK-A203-40,,343,เส้น,2,268.1,200×200 2 บาน,OPK-A203-40,2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบเกี่ยวใส่สักหลาด,OPK-A204-40,,343,เส้น,3,402.15,200×200 2 บาน,OPK-A204-40,3,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"ฉากปิดราง 2""","ฉาก 2""",,320,เส้น,2,260,200×200 2 บาน,"ฉาก 2""",2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบปิดใต้รางริม (ฝาปิดล่างเล็ก),XSW400013,,197,เส้น,2,156.06,200×200 2 บาน,XSW400013,2,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบปิดใต้รางกลาง (ฝาปิดล่างใหญ่),XSW400023,,233,เส้น,1,92.29,200×200 2 บาน,XSW400023,1,ชิ้น,ตรง,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,กระจก,กระจก เทมเปอร์ 6มม.,,,403,ตร.ม.,4,1612,200×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,ล้อล่าง (ตัว),JR00572,,100,ตัว,4,400,200×200 2 บาน,JR00572,4,ตัว,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,มือจับล็อค,JR00366,JR00367,200,ชุด,1,200,200×200 2 บาน,JR00366,1,ชุด,ตรง,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,สักหลาด,JR00776,,1.5,ม.,5.8,8.7,200×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,กล่องยาว (หัว+ท้ายบาน),JR00573,,0,กล่อง,2,0,200×200 2 บาน,JR00573,2,กล่อง,ตรง,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,200×200 2 บาน,JR00504,2,หลอด,ตรง,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม (ไม่ได้ใช้),เสามือจับ X-J,JR02890,,820,,0,0,200×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม (ไม่ได้ใช้),เสามือจับ X-J,JR02889,,820,,0,0,200×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม (ไม่ได้ใช้),เสามือจับ X-J,JR02891,,820,,0,0,200×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_SlimLux_บานเลื่อน
— ไม่ต้องทำ,บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์ (ไม่ได้ใช้),กล่องสั้น (บานกลาง),JR00575,,0,กล่อง,0,0,200×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_SlimLux_บานเลื่อน
✓ ผ่าน,บานเปิด,อลูมิเนียม,เฟรมข้าง F7859 + เฟรมบน F7859,F7859,,1049.1,เส้น,3,1161.38,150×200 1 บาน,F7859,3,ชิ้น,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม,เฟรมล่าง (ธรณี) F7938B,F7938B,,1530,เส้น,1,450.63,150×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อลูมิเนียม,ตบธรณี F7960,F7960,,571.5,เส้น,1,168.32,150×200 1 บาน,F7960,1,ชิ้น,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม,เสา (กรอบบาน 10 ซม.) + ขวาง (กรอบบาน 10 ซม.),F7864,,1995,เส้น,4,2776.67,150×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อลูมิเนียม,คิ้วตั้ง F7935 + คิ้วขวาง F7935,F7935,,453.3,เส้น,4,564.61,150×200 1 บาน,F7935,4,ชิ้น,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,3,792,150×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,บานพับ hyda HD-631,JR00489,,117,ตัว,5,585,150×200 1 บาน,JR00489,5,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,มือจับ ล็อค+กุญแจ (KINGBO),JR00315,,330,ชุด,1,330,150×200 1 บาน,JR00315,1,ชุด,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,ตลับกุญแจไฮด้า,JR00551,,315,ตัว,1,315,150×200 1 บาน,JR00551,1,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,ไส้กุญแจ CH 35x45,JR00499,,400,ตัว,1,400,150×200 1 บาน,JR00499,1,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,แผ่นรับล็อค,JR00562,,0,ชุด,1,0,150×200 1 บาน,JR00562,1,ชุด,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,สปิงก็อท,JR00592,,0,ตัว,4,0,150×200 1 บาน,JR00592,4,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,ฉากประคองมุม,JR00267,,0,ตัว,8,0,150×200 1 บาน,JR00267,8,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเปิด,อุปกรณ์/สิ้นเปลือง,"น็อตเฟรม 1""",JR00864,,1,ตัว,8,8,150×200 1 บาน,JR00864,8,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
🔴 ต้องแก้,บานเปิด,อุปกรณ์/สิ้นเปลือง,ยางกรอบบาน + ยางวงกบ,JR00771,,11,ม.,12.4,136.4,150×200 1 บาน,JR00771,14,เมตร,จำนวนต่าง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,150×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🟠 ต้องเติม,บานเปิด,มีแต่ในใบตัด (อลู),เฟรม ล่าง,F7938,,,ชิ้น,,,150×200 1 บาน,F7938,1,ชิ้น,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🟠 ต้องเติม,บานเปิด,มีแต่ในใบตัด (อลู),เสา,7864,,,ชิ้น,,,150×200 1 บาน,7864,4,ชิ้น,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),เฟรมข้าง F7939 (มีช่องแสงล่าง),F7939,,1350,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),ชายล่าง F7863,F7863,,435,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),เสา (กรอบบาน 8 ซม.),F7943,,1370,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),ชนกลาง F7945C,F7945C,,775,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),เฟรมแบ่งบาน F7854,F7854,,1320,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),ตบเฟรมแบ่งบาน F7852,F7852,,760,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),เฟรมข้างช่องแสง F7937,F7937,,1180,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),ตบนอกในบานตาย F7860,JR02894,,0,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),กล่องก้านสลับ F7997,F7997,,1680,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),เสามุ้ง F7944,F7944,,1030,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),คิ้วมุ้งตั้ง F7949,JR02893,,0,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อลูมิเนียม (ไม่ได้ใช้),กันสาด F7948,JR02892,,0,,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),CDQ (บานลอง),JR00596,,450,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),ปลายกลอน (บานลอง),JR00598,,0,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),มือจับหลบมุ้ง KINGBO-FH3016,JR00316,,111,ชุด,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),มือจับหลบมุ้ง KINGBO-FH3016,JR00318,,111,ชุด,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),CDQ Kingbo,JR00564,,99,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),วิทโก้ (บานพับ SC-304P),JR00559,,360,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),ลูกเบี้ยวล็อค,JR00486,,0,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),รับล็อคลูกเบี้ยว,JR00483,,0,ตัว,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานเปิด,อุปกรณ์ (ไม่ได้ใช้),ยางกรอบบาน,JR00770,,11,ม.,0,0,150×200 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🔴 ต้องแก้,บานกระทุ้ง,อลูมิเนียม,วงกบ 3 ด้าน F7859,F7859,,1049.1,เส้น,1,255.72,40×40 1 บาน,F7859,3,ชิ้น,จำนวนต่าง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานกระทุ้ง,อลูมิเนียม,ธรณี F7939B,F7939B,,1285,เส้น,1,104.41,40×40 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานกระทุ้ง,อลูมิเนียม,กรอบ 7943B,F7943B,,1305,เส้น,1,424.13,40×40 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🔴 ต้องแก้,บานกระทุ้ง,อลูมิเนียม,คิ้ว F7935,F7935,,453.3,เส้น,1,147.32,40×40 1 บาน,F7935,4,ชิ้น,จำนวนต่าง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานกระทุ้ง,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,0.16,42.24,40×40 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,มือจับหลบมุ้ง KINGBO-FH3016,JR00318,JR00316,111,ชุด,1,111,40×40 1 บาน,JR00318,1,ชุด,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,วิทโก้ (บานพับ SC-304P),JR00559,,360,ตัว,2,720,40×40 1 บาน,JR00559,2,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,CDQ Kingbo,JR00564,,99,ชุด,1,99,40×40 1 บาน,JR00564,1,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,รับล็อคลูกเบี้ยว,JR00483,,15,ตัว,2,30,40×40 1 บาน,JR00483,2,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
