รุ่น,หมวด,ชื่อรายการ,รหัสสโตร์,มีรหัสไหม,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัสในใบตัด,จำนวนในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,สปิงก็อท (4/บาน),JR00592,มี,29,ตัว,12,348,600×300 3 บาน,JR00592,8,ตรง,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,ยางรูน้ำ,JR00589,มี,5,อัน,11,55,600×300 3 บาน,JR00589,11,ตรง,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,วาวรูน้ำ,JR00485,มี,5,อัน,11,55,600×300 3 บาน,JR00485,11,ตรง,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,สักหลาด,JR00794,มี,1.5,ม.,96,144,600×300 3 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,น็อต,JR00864,มี,1,ตัว,20,20,600×300 3 บาน,JR00864,16,ตรง,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,3,270,600×300 3 บาน,JR00504,3,ตรง,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,มือจับ กุญแจ (Align),,ยังไม่มี,,ชุด,,,600×300 3 บาน,JR00377,1,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,มือจับ ล็อค (Align),,ยังไม่มี,,ชุด,,,600×300 3 บาน,JR00378,2,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),,ยังไม่มี,,ชุด,,,600×300 3 บาน,JR00379,1,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,แกนมือจับ A,,ยังไม่มี,,อัน,,,600×300 3 บาน,JR00478,4,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,แกนมือจับ B,,ยังไม่มี,,อัน,,,600×300 3 บาน,JR00479,4,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,ปลายมือจับ ดำ,,ยังไม่มี,,อัน,,,600×300 3 บาน,JR00476,4,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,ตัวที เงิน,,ยังไม่มี,,อัน,,,600×300 3 บาน,JR00475,2,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อน ยูโร,มีแต่ในใบตัด,ก้ามปูรับล็อค,,ยังไม่มี,,อัน,,,600×300 3 บาน,JR00477,4,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"คาน (กล่อง 1""x4"")","กล่อง 1""x4""",มี,1400,เส้น,0.40625,568.75,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"เสารับบาน (กล่อง 1""x3"")","กล่อง 1""x3""",มี,1400,เส้น,0.80234375,1123.28,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,บังใบ 4 หุน,กล่อง 4 หุน,มี,210,เส้น,0.78771875,165.42,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,รางแขวน 1 ราง,XSW40008,มี,988,เส้น,0.7921875,782.68,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ขวางบน-ล่าง,OPK-A201-40,มี,733,เส้น,0.7954374999999999,583.06,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,เสากุญแจ (ไส้เสาบาน),OPK-A202-40,มี,500,เส้น,1.506375,753.19,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบเรียบหน้าเสากุญแจ,OPK-A203-40,มี,343,เส้น,0.781625,268.1,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบเกี่ยวใส่สักหลาด,OPK-A204-40,มี,343,เส้น,1.1724375,402.15,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,"ฉากปิดราง 2""","ฉาก 2""",มี,320,เส้น,0.8125,260,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบปิดใต้รางริม (ฝาปิดล่างเล็ก),XSW400013,มี,197,เส้น,0.7921875,156.06,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อลูมิเนียม,ตบปิดใต้รางกลาง (ฝาปิดล่างใหญ่),XSW400023,มี,233,เส้น,0.39609375,92.29,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,กระจก,กระจก เทมเปอร์ 6มม.,,ยังไม่มี,403,ตร.ม.,4,1612,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,ล้อล่าง (ตัว),JR00572,มี,100,ตัว,4,400,200×200 2 บาน,JR00572,4,ตรง,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,มือจับล็อค,JR00366,มี,200,ชุด,1,200,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,สักหลาด,JR00776,มี,1.5,ม.,5.8,8.7,200×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,กล่องยาว (หัว+ท้ายบาน),JR00573,มี,0,กล่อง,2,0,200×200 2 บาน,JR00573,2,ตรง,JR_SlimLux_บานเลื่อน
บานเลื่อนเฟรมบาง SlimLux,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,2,180,200×200 2 บาน,JR00504,2,ตรง,JR_SlimLux_บานเลื่อน
บานเปิด,อลูมิเนียม,เฟรมข้าง F7859,F7859,มี,1049.1,เส้น,0.8125,852.39,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,เฟรมบน F7859,F7859,มี,1049.1,เส้น,0.29453124999999997,308.99,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,เฟรมล่าง (ธรณี) F7938B,F7938B,มี,1530,เส้น,0.29453124999999997,450.63,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,ตบธรณี F7960,F7960,มี,571.5,เส้น,0.29453124999999997,168.32,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,เสา (กรอบบาน 10 ซม.),F7864,มี,1995,เส้น,0.79746875,1590.95,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,ขวาง (กรอบบาน 10 ซม.),F7864,มี,1995,เส้น,0.5943437500000001,1185.72,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,คิ้วตั้ง F7935,F7935,มี,453.3,เส้น,0.71621875,324.66,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อลูมิเนียม,คิ้วขวาง F7935,F7935,มี,453.3,เส้น,0.5293437500000001,239.95,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,3,792,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,บานพับ hyda HD-631,JR00489,มี,117,ตัว,5,585,150×200 1 บาน,JR00489,5,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,มือจับ ล็อค+กุญแจ (KINGBO),JR00315,มี,330,ชุด,1,330,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ตลับกุญแจไฮด้า,JR00551,มี,315,ตัว,1,315,150×200 1 บาน,JR00551,1,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ไส้กุญแจ CH 35x45,JR00499,มี,400,ตัว,1,400,150×200 1 บาน,JR00499,1,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,แผ่นรับล็อค,JR00562,มี,0,ชุด,1,0,150×200 1 บาน,JR00562,1,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,สปิงก็อท,JR00592,มี,0,ตัว,4,0,150×200 1 บาน,JR00592,4,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ฉากประคองมุม,JR00267,มี,0,ตัว,8,0,150×200 1 บาน,JR00267,8,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,"น็อตเฟรม 1""",JR00864,มี,1,ตัว,8,8,150×200 1 บาน,JR00864,8,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ยางกรอบบาน,JR00771,มี,11,ม.,6.9,75.9,150×200 1 บาน,JR00771,7,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ยางวงกบ,JR00771,มี,11,ม.,5.5,60.5,150×200 1 บาน,JR00771,7,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,2,180,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเปิด,มีแต่ในใบตัด,มือจับ ล็อค+กุญแจ (คิงโบ),,ยังไม่มี,,ชุด,,,150×200 1 บาน,JR00315,1,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อลูมิเนียม,วงกบ 3 ด้าน F7859,F7859,มี,1049.1,เส้น,0.24375000000000005,255.72,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อลูมิเนียม,ธรณี F7939B,F7939B,มี,1285,เส้น,0.08125,104.41,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อลูมิเนียม,กรอบ 7943B,F7943B,มี,1305,เส้น,0.325,424.13,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อลูมิเนียม,คิ้ว F7935,F7935,มี,453.3,เส้น,0.325,147.32,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,0.16,42.24,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,มือจับหลบมุ้ง KINGBO-FH3016,JR00318,มี,111,ชุด,1,111,40×40 1 บาน,JR00318,1,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,วิทโก้ (บานพับ SC-304P),JR00559,มี,360,ตัว,2,720,40×40 1 บาน,JR00559,2,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,CDQ Kingbo,JR00564,มี,99,ชุด,1,99,40×40 1 บาน,JR00564,1,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,รับล็อคลูกเบี้ยว,JR00483,มี,15,ตัว,2,30,40×40 1 บาน,JR00483,2,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ลูกเบี้ยวล็อค,JR00486,มี,17,ตัว,2,34,40×40 1 บาน,JR00486,2,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,สปิงก็อท,JR00592,มี,12,ตัว,4,48,40×40 1 บาน,JR00592,4,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ฉากประคองมุม,JR00267,มี,1.5,ตัว,8,12,40×40 1 บาน,JR00267,8,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,"น็อตเฟรม 1""",JR00864,มี,1,ตัว,8,8,40×40 1 บาน,JR00864,8,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ยางอัดกระจก,JR00770,มี,11,ม.,1.6,17.6,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,1,90,40×40 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,มีแต่ในใบตัด,ยางกรอบบาน,,ยังไม่มี,,เมตร,,,40×40 1 บาน,JR00770,1.6,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานกระทุ้ง,มีแต่ในใบตัด,ยางวงกบ,,ยังไม่มี,,เมตร,,,40×40 1 บาน,JR00770,1.6,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
บานเฟี้ยม,อลูมิเนียม,B24001 เฟรมบน,B24001,มี,2186.8,เส้น,1,2186.8,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24002 บังใบบน,B24002,มี,332.5,เส้น,1,332.5,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24003 เฟรมล่าง (ธรณี),B24003,มี,1511.5,เส้น,1,1511.5,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24004 ตัวตับธรณี,B24004,มี,592.2,เส้น,1,592.2,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24005 เฟรมข้าง,B24005,มี,1039,เส้น,1,1039,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24006 บังใบข้าง,B24006,มี,291,เส้น,1,291,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24007 ขวางบน+ล่าง,B24007,มี,1257,เส้น,1,1257,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24007 เสา,B24007,มี,1257,เส้น,2,2514,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24007 เสากุญแจ,B24007,มี,1257,เส้น,1,1257,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24008 คิ้วตบกระจก แนวนอน,B24008,มี,275.3,เส้น,1,275.3,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อลูมิเนียม,B24008 คิ้วตบกระจก แนวตั้ง,B24008,มี,275.3,เส้น,2,550.6,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,5.04,1330.56,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,ยาง,JR00804,มี,11,ม.,14.8,162.8,180×280 2 บาน,JR00804,9.2,ตรง,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,อุปกรณ์เฟี้ยม (ชุด),,ยังไม่มี,1,ชุด,5230,5230,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,2,180,180×280 2 บาน,JR00504,2,ตรง,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ชุดบานพับ (ระดับเดียว),,ยังไม่มี,,ชุด,,,180×280 2 บาน,JR00610,2,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ล้อแขวนบานตาย ซ้าย,,ยังไม่มี,,ชุด,,,180×280 2 บาน,JR00612,1,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ล้อแขวนบานตาย ขวา,,ยังไม่มี,,ชุด,,,180×280 2 บาน,JR00613,1,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ล้อแขวนบานกลาง (Meeting),,ยังไม่มี,,ชุด,,,180×280 2 บาน,JR00616,1,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ชุดสลักล็อค (Twin Bolt · 05-014),,ยังไม่มี,,ชุด,,,180×280 2 บาน,JR00563,2,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานเฟี้ยม,มีแต่ในใบตัด,ยางกรอบบาน (วน 2 รอบ/บาน),,ยังไม่มี,,ม.,,,180×280 2 บาน,JR00805,50,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
บานติดตาย,อลูมิเนียม,กล่อง 1.6×3 — ตั้ง,"กล่อง 1.6""x3""",มี,1240,เส้น,1,1240,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
บานติดตาย,อลูมิเนียม,กล่อง 1.6×3 — นอน,"กล่อง 1.6""x3""",มี,1240,เส้น,1,1240,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
บานติดตาย,อลูมิเนียม,9014 คัลเทิลวอล — ตั้ง,9014,มี,380,เส้น,1,380,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
บานติดตาย,อลูมิเนียม,9014 คัลเทิลวอล — นอน,9014,มี,380,เส้น,1,380,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
บานติดตาย,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,3,792,150×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
บานติดตาย,อุปกรณ์/สิ้นเปลือง,ฉากเข้ามุม (4 มุม/ช่อง),JR00557,มี,5,มุม,4,20,150×200 1 บาน,JR00557,4,ตรง,JR_บานติดตาย
บานติดตาย,อุปกรณ์/สิ้นเปลือง,เทปนอร์ตัน (หนุนกระจก),JR02937,มี,10,ม.,7,70,150×200 1 บาน,JR02937,7,ตรง,JR_บานติดตาย
บานติดตาย,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,มี,90,หลอด,2,180,150×200 1 บาน,JR00504,2,ตรง,JR_บานติดตาย
บานเลื่อนรางบน,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,8.64,2280.96,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,รางบน Hafele,,ยังไม่มี,2010,เส้น,4,8040,360×240 2 บาน,JR00544,2,คิดราคายังไม่มีรหัส,JR_รางบนเฟรมปกติ_1
